customer,order,total_items,discount%,weekday,hour,Food%,Fresh%,Drinks%,Home%,Beauty%,Health%,Baby%,Pets%,num_orders,labels,class
9552,28533,26.8,13.052000000000001,3,23,13.626000000000001,17.77,27.46,17.542,11.488,3.008,9.108,0.0,5.0,8,grocery_regulars
9553,28538,8.0,22.040000000000003,7,10,13.793333333333335,0.0,0.0,47.77333333333333,7.496666666666666,0.0,30.936666666666667,0.0,3.0,2,home_decorators
9554,28541,10.0,16.97,7,10,96.64,0.0,3.36,0.0,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
9555,28542,40.0,1.17,1,18,35.64,40.74,9.36,7.23,0.0,0.0,0.0,7.02,1.0,1,fresh_regulars
9556,28543,25.0,17.62,7,12,10.69,17.57,41.52,19.68,10.55,0.0,0.0,0.0,1.0,8,grocery_regulars
9557,28544,25.666666666666668,3.6050000000000004,5,1,15.211666666666666,80.775,4.013333333333333,0.0,0.0,0.0,0.0,0.0,6.0,1,fresh_regulars
9558,28550,66.0,3.09,7,14,22.25,32.09,27.16,9.6,4.38,0.0,4.53,0.0,1.0,1,fresh_regulars
9559,28551,6.5,0.58,7,17,0.0,0.0,3.085,23.105,1.09,0.0,72.72,0.0,2.0,7,new_parents
9560,28553,54.0,1.31,7,16,30.92,0.0,18.61,22.58,0.0,0.0,0.0,27.9,1.0,8,grocery_regulars
9561,28554,46.0,7.805000000000001,7,15,29.51,13.215,42.650000000000006,4.31,9.235,1.085,0.0,0.0,2.0,8,grocery_regulars
9562,28556,52.25,5.0025,7,16,12.73,67.10499999999999,4.930000000000001,2.4325,1.08,0.0,9.7925,1.925,4.0,1,fresh_regulars
9563,28560,91.8,2.818,7,17,13.931999999999999,42.74400000000001,16.839999999999996,7.175999999999999,2.268,0.0,8.638,7.883999999999999,5.0,1,fresh_regulars
9564,28565,54.0,1.94,7,18,27.11,28.31,23.68,8.0,12.9,0.0,0.0,0.0,1.0,1,fresh_regulars
9565,28566,32.5,9.355,7,11,31.125,12.52,18.72,18.705,18.935000000000002,0.0,0.0,0.0,2.0,8,grocery_regulars
9567,28570,22.166666666666668,3.2116666666666664,7,18,22.444999999999997,15.236666666666666,36.27333333333333,11.268333333333333,13.125,0.0,1.6516666666666666,0.0,6.0,8,grocery_regulars
9570,28578,22.75,4.95125,1,18,23.34625,35.2775,29.707500000000003,5.198749999999999,5.0475,1.4224999999999999,0.0,0.0,8.0,4,loyals
9571,28586,21.0,1.66,7,19,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,new_parents
9572,28587,17.5,2.56,7,19,19.375,12.755,57.675000000000004,10.195,0.0,0.0,0.0,0.0,2.0,5,drink_buyers
9573,28589,7.0,0.0,7,19,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,new_parents
9574,28590,45.0,2.785,7,20,7.750000000000001,60.182500000000005,23.0225,3.99,4.2,0.8575,0.0,0.0,4.0,1,fresh_regulars
9575,28594,13.5,9.695,7,21,17.335,1.55,75.195,4.485,0.0,0.0,0.0,1.435,2.0,5,drink_buyers
9576,28596,41.0,2.19,7,22,44.07,0.0,21.2,30.8,3.93,0.0,0.0,0.0,1.0,8,grocery_regulars
9578,28598,53.0,5.76,7,22,7.92,55.77,22.42,8.45,5.44,0.0,0.0,0.0,1.0,1,fresh_regulars
9579,28599,38.714285714285715,2.5542857142857147,7,22,16.77285714285714,57.50285714285714,12.150000000000002,10.35142857142857,2.1942857142857144,1.0257142857142856,0.0,0.0,7.0,1,fresh_regulars
9580,28606,36.75,8.692499999999999,1,11,22.349999999999998,0.0,27.064999999999998,3.795,2.9575,0.0,39.445,4.3825,4.0,8,grocery_regulars
9581,28610,29.0,32.02,7,22,73.49,12.76,9.29,4.47,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
9582,28611,28.0,1.77,4,11,3.58,0.0,35.35,61.07,0.0,0.0,0.0,0.0,1.0,2,home_decorators
9584,28613,21.5,7.715,1,23,3.42,16.48,32.705,20.105,8.865,0.0,18.425,0.0,2.0,8,grocery_regulars
9585,28615,45.0,7.71,2,9,68.1,0.0,15.09,13.87,0.0,2.94,0.0,0.0,1.0,8,grocery_regulars
9587,28617,24.0,6.6433333333333335,1,20,34.67666666666667,47.623333333333335,11.126666666666667,6.573333333333333,0.0,0.0,0.0,0.0,3.0,1,fresh_regulars
9588,28620,44.8,2.9539999999999997,1,17,25.206,26.871999999999996,17.514,7.409999999999999,4.986,0.8240000000000001,17.182,0.0,5.0,1,fresh_regulars
9589,28625,21.5,1.07,1,13,12.455,9.865,59.614999999999995,15.74,2.325,0.0,0.0,0.0,2.0,5,drink_buyers
9590,28627,22.5,8.995,1,16,22.765,0.0,41.675,35.56,0.0,0.0,0.0,0.0,2.0,8,grocery_regulars
9591,28629,20.0,15.6,1,16,0.0,0.0,2.44,27.73,3.86,0.0,65.98,0.0,1.0,7,new_parents
9592,28630,24.0,0.0,1,16,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
9594,28632,6.0,25.01,1,17,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,new_parents
9595,28633,31.0,12.34,1,17,19.85,7.74,26.26,6.08,1.05,0.0,39.01,0.0,1.0,8,grocery_regulars
9596,28634,20.0,0.0,2,0,93.14,0.0,0.0,6.86,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
9597,28635,49.0,2.47,1,17,22.27,19.01,17.68,10.55,6.66,0.0,23.84,0.0,1.0,8,grocery_regulars
9598,28636,36.5,27.185000000000002,1,20,46.36,0.0,11.48,26.1075,11.6825,0.0,4.365,0.0,4.0,8,grocery_regulars
9599,28640,43.0,8.24,1,21,14.64,35.69,12.43,31.83,5.42,0.0,0.0,0.0,1.0,1,fresh_regulars
9600,28641,42.0,4.68,1,19,3.73,13.41,33.84,32.69,0.0,9.28,7.05,0.0,1.0,8,grocery_regulars
9601,28642,35.0,11.59,1,20,30.18,27.31,18.7,5.24,14.34,0.0,0.0,0.0,1.0,8,grocery_regulars
9602,28643,34.25,1.3725,1,20,38.55500000000001,11.8425,23.16,11.4025,13.995,0.0,1.0475,0.0,4.0,8,grocery_regulars
9604,28648,9.25,3.2337499999999997,2,17,98.345,1.655,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8,grocery_regulars
9606,28657,29.0,8.49,1,20,39.42,50.94,6.81,2.83,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
9607,28658,35.0,8.4,1,23,26.39,30.31,11.16,27.43,4.71,0.0,0.0,0.0,1.0,1,fresh_regulars
9608,28659,38.333333333333336,5.868333333333333,1,22,20.56833333333333,33.565,13.344999999999999,22.78,6.340000000000001,0.0,0.0,3.4,6.0,1,fresh_regulars
9609,28665,28.0,0.0,1,23,20.03,0.0,79.97,0.0,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
9610,28666,10.0,0.0,2,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,2,home_decorators
9611,28667,4.666666666666667,0.0,2,7,2.08,3.283333333333333,10.843333333333334,0.0,0.0,0.0,83.79333333333334,0.0,3.0,7,new_parents
9612,28670,32.666666666666664,5.75,2,10,50.26333333333334,0.0,20.723333333333333,22.090000000000003,6.920000000000001,0.0,0.0,0.0,3.0,8,grocery_regulars
9613,28673,45.0,7.75,5,19,9.605,32.675000000000004,13.375,20.855,23.49,0.0,0.0,0.0,2.0,1,fresh_regulars
9614,28675,22.0,1.14,2,12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,new_parents
9615,28676,34.0,20.46,3,16,38.98,0.0,25.69,0.0,17.1,0.0,18.22,0.0,1.0,8,grocery_regulars
9616,28677,7.0,10.56,2,12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,new_parents
9618,28679,31.0,11.59,2,13,9.26,11.37,13.81,35.91,29.64,0.0,0.0,0.0,1.0,2,home_decorators
9619,28680,56.0,7.46,2,12,45.32,28.55,12.26,0.0,9.82,0.0,4.05,0.0,1.0,1,fresh_regulars
9620,28681,8.0,7.99,3,12,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0,beauty_concious
9621,28682,12.0,8.06,3,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
9622,28683,30.0,27.886666666666667,2,14,32.28666666666667,0.0,24.373333333333335,9.526666666666666,30.80333333333333,3.013333333333333,0.0,0.0,3.0,8,grocery_regulars
9623,28686,24.666666666666668,10.396666666666667,2,14,30.78666666666666,24.316666666666666,29.60666666666667,15.286666666666667,0.0,0.0,0.0,0.0,3.0,8,grocery_regulars
9624,28689,23.5,30.005000000000003,2,13,12.66,0.0,3.785,52.895,15.59,0.0,0.0,15.065,2.0,2,home_decorators
9625,28691,27.5,30.64,2,16,22.185,0.0,25.259999999999998,45.075,7.48,0.0,0.0,0.0,2.0,2,home_decorators
9626,28693,17.0,29.53,2,15,0.0,0.0,0.0,1.085,0.0,0.0,98.91499999999999,0.0,2.0,7,new_parents
9627,28695,30.0,16.05,2,19,26.515,9.73,39.89,7.744999999999999,12.735,3.385,0.0,0.0,2.0,8,grocery_regulars
9628,28697,24.0,4.67,2,18,14.62,54.54,30.84,0.0,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
9629,28698,19.0,2.7933333333333334,2,18,11.68,19.59,49.373333333333335,0.0,13.01,0.0,6.346666666666667,0.0,3.0,5,drink_buyers
9630,28701,27.0,100.0,2,19,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,grocery_shoppers
9632,28704,47.0,10.85,2,23,51.0,0.0,17.65,0.0,0.0,0.0,23.61,7.74,1.0,8,grocery_regulars
9633,28705,29.0,8.97,2,20,0.0,0.0,73.51,10.41,5.44,0.0,10.64,0.0,1.0,5,drink_buyers
9634,28706,7.666666666666667,3.19,2,20,3.8200000000000003,0.0,23.33,1.9666666666666668,7.986666666666667,8.203333333333333,36.919999999999995,0.0,3.0,7,new_parents
9635,28709,25.0,100.0,2,20,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,grocery_shoppers
9637,28711,15.0,1.6033333333333333,2,20,44.23,50.96666666666667,1.5266666666666666,0.9633333333333334,2.3133333333333335,0.0,0.0,0.0,3.0,1,fresh_regulars
9638,28714,12.0,17.29,3,19,10.2,3.84,60.17,6.4,4.18,15.2,0.0,0.0,1.0,5,drink_buyers
9639,28715,16.0,14.21,6,3,25.3,0.0,29.6,0.0,19.43,0.0,25.68,0.0,1.0,8,grocery_regulars
9640,28716,6.0,33.33,2,20,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,new_parents
9641,28717,34.0,4.126666666666666,2,21,36.53666666666667,0.43,36.15,16.47,0.0,0.0,0.0,10.416666666666666,3.0,8,grocery_regulars
9642,28720,14.0,5.12,3,0,17.43,0.0,14.75,0.0,0.0,67.83,0.0,0.0,1.0,9,health_concious
9643,28721,13.0,17.89,2,15,0.0,0.0,29.56,55.41,0.0,0.0,0.0,15.04,1.0,2,home_decorators
9645,28723,24.5,1.13,3,9,17.175,0.0,24.61,4.915,0.0,0.0,53.3,0.0,2.0,7,new_parents
9648,28727,15.0,0.53,4,11,8.72,0.0,19.98,30.51,40.78,0.0,0.0,0.0,1.0,0,beauty_concious
9649,28728,36.5,2.065,3,9,19.96,54.475,19.84,2.18,0.65,0.0,2.905,0.0,2.0,1,fresh_regulars
9650,28730,12.0,0.64,3,9,0.0,0.0,57.34,42.66,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
9651,28731,33.75,4.3,3,10,27.729999999999997,4.84,29.7425,36.405,1.28,0.0,0.0,0.0,4.0,8,grocery_regulars
9652,28735,32.0,2.69,3,10,6.17,0.0,52.05,16.01,13.67,0.0,0.0,12.11,1.0,5,drink_buyers
9656,28739,76.0,3.92,3,12,35.36,45.19,5.23,6.71,5.02,2.49,0.0,0.0,1.0,1,fresh_regulars
9657,28740,16.0,11.13,3,13,20.69,13.37,9.75,3.12,9.44,0.0,43.64,0.0,1.0,7,new_parents
9658,28741,11.0,0.0,3,13,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0,beauty_concious
9659,28742,8.5,5.225,3,13,58.504999999999995,10.015,0.0,0.0,31.48,0.0,0.0,0.0,2.0,8,grocery_regulars
9660,28744,105.0,7.79,3,18,12.51,47.59,24.04,15.86,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
9661,28745,9.0,9.24,3,13,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,new_parents
9662,28746,5.0,0.0,3,13,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
9664,28748,77.0,14.22,3,14,28.77,22.25,21.15,13.03,10.69,4.12,0.0,0.0,1.0,8,grocery_regulars
9667,28752,57.5,3.29,3,15,29.064999999999998,43.114999999999995,13.025,14.794999999999998,0.0,0.0,0.0,0.0,2.0,1,fresh_regulars
9668,28754,33.8,3.71,3,17,0.0,0.0,91.13199999999999,0.0,0.0,0.0,8.867999999999999,0.0,5.0,5,drink_buyers
9669,28759,7.0,3.93,3,17,0.0,0.0,0.0,29.35,4.095,0.0,66.555,0.0,2.0,7,new_parents
9671,28762,34.44444444444444,6.779999999999999,3,22,21.89,28.766666666666666,14.124444444444444,24.943333333333335,4.6755555555555555,0.0,5.598888888888889,0.0,9.0,4,loyals
9673,28772,34.0,1.06,3,21,19.4,59.32,4.97,7.1,3.64,5.56,0.0,0.0,1.0,1,fresh_regulars
9674,28773,16.0,0.0,4,10,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,new_parents
9675,28774,18.0,63.33,3,22,34.55,0.0,65.45,0.0,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
9676,28775,46.0,5.82,5,11,24.89,69.48,2.48,3.14,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
9677,28776,38.2,9.389999999999999,7,19,33.040000000000006,0.0,37.762,20.52,6.614,1.656,0.0,0.40800000000000003,5.0,8,grocery_regulars
9678,28781,28.0,7.22,4,0,25.23,2.66,42.81,0.0,29.3,0.0,0.0,0.0,1.0,8,grocery_regulars
9681,28784,51.6,5.516,4,8,9.382,14.76,70.03,5.828,0.0,0.0,0.0,0.0,5.0,5,drink_buyers
9683,28791,12.0,1.9500000000000002,4,11,17.546666666666667,0.0,20.72,57.00333333333333,4.733333333333333,0.0,0.0,0.0,3.0,2,home_decorators
9684,28794,46.0,2.795714285714286,4,11,21.322857142857142,44.0,25.55857142857143,5.6014285714285705,1.0242857142857142,1.417142857142857,0.0,1.0785714285714285,7.0,1,fresh_regulars
9686,28802,29.0,3.55,4,10,58.93,0.0,26.99,14.08,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
9687,28803,27.0,24.88,4,15,72.01,0.0,27.99,0.0,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
9688,28804,93.0,7.56,4,12,34.44,25.82,3.01,5.47,16.04,6.4,0.0,8.82,1.0,1,fresh_regulars
9690,28806,6.666666666666667,0.0,4,14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8,grocery_regulars
9691,28809,9.0,1.98,4,18,64.32,0.0,0.0,0.0,35.68,0.0,0.0,0.0,1.0,0,beauty_concious
9692,28810,30.2,3.978,4,15,24.016,56.94199999999999,0.0,1.322,0.9720000000000001,0.0,0.0,16.75,5.0,1,fresh_regulars
9693,28815,15.0,0.0,4,15,11.24,0.0,60.46,28.3,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
9694,28816,36.5,2.09,4,16,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,5,drink_buyers
9695,28818,103.2,6.164,5,19,21.436,1.012,25.172,46.326,2.686,3.3659999999999997,0.0,0.0,5.0,8,grocery_regulars
9696,28823,11.0,28.25,2,13,26.13,0.0,0.0,34.03,18.17,21.67,0.0,0.0,1.0,9,health_concious
9697,28824,33.0,20.46,4,22,19.21,0.0,13.17,54.92,12.69,0.0,0.0,0.0,1.0,2,home_decorators
9698,28825,24.8,6.168000000000001,4,18,20.362000000000002,21.26,43.854,8.261999999999999,0.0,0.0,0.0,0.0,5.0,5,drink_buyers
9700,28832,5.0,7.705,5,11,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,2,home_decorators
9701,28834,25.0,7.0,4,20,11.235,0.0,33.29,48.35,7.125,0.0,0.0,0.0,2.0,2,home_decorators
9702,28836,43.0,25.74,5,9,29.75,12.72,32.09,13.3,2.31,0.0,0.0,0.0,1.0,8,grocery_regulars
9703,28837,31.0,1.88,5,16,38.2,0.0,47.04,6.52,8.24,0.0,0.0,0.0,1.0,8,grocery_regulars
9704,28838,29.0,12.31,4,23,33.735,3.45,57.995000000000005,4.82,0.0,0.0,0.0,0.0,2.0,5,drink_buyers
9705,28840,31.5,2.875,5,0,12.68,21.375,36.21,9.469999999999999,13.37,6.885,0.0,0.0,2.0,8,grocery_regulars
9707,28843,33.666666666666664,1.2166666666666666,5,9,37.64666666666667,11.71,22.599999999999998,8.59,5.043333333333333,0.0,14.406666666666666,0.0,3.0,8,grocery_regulars
9708,28846,6.0,7.85,5,10,0.0,0.0,0.0,39.26,60.74,0.0,0.0,0.0,1.0,0,beauty_concious
9709,28847,17.0,2.912,5,11,5.436,8.565999999999999,18.729999999999997,6.92,2.972,0.0,57.376,0.0,5.0,7,new_parents
9710,28852,23.0,20.35,5,11,21.25,73.61,0.0,5.13,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
9711,28853,26.0,46.49,5,11,21.12,0.0,0.0,60.24,18.64,0.0,0.0,0.0,1.0,2,home_decorators
9712,28854,19.0,38.64,1,18,13.36,0.0,61.385,1.08,11.26,0.0,0.0,10.23,2.0,5,drink_buyers
9713,28856,43.0,14.82,5,11,26.68,20.32,26.47,9.69,16.84,0.0,0.0,0.0,1.0,8,grocery_regulars
9715,28860,53.666666666666664,10.646666666666667,6,11,32.43,0.0,30.94333333333334,13.573333333333332,11.936666666666667,0.0,11.113333333333335,0.0,3.0,8,grocery_regulars
9716,28863,31.0,5.43,7,12,24.43,42.29,22.47,4.49,6.32,0.0,0.0,0.0,1.0,1,fresh_regulars
9717,28864,39.5,23.425,5,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,5,drink_buyers
9718,28866,10.666666666666666,10.24,5,15,6.396666666666667,0.0,68.22666666666667,25.376666666666665,0.0,0.0,0.0,0.0,3.0,5,drink_buyers
9719,28869,36.0,3.49,5,19,12.81,0.0,79.89,0.0,0.0,0.0,7.31,0.0,1.0,5,drink_buyers
9722,28872,7.0,5.025,5,22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,5,drink_buyers
9723,28874,33.0,18.91,5,23,50.42,28.0,5.01,14.91,1.665,0.0,0.0,0.0,2.0,8,grocery_regulars
9724,28876,52.333333333333336,3.483333333333333,7,21,28.816666666666666,27.28333333333333,19.560000000000002,23.709999999999997,0.63,0.0,0.0,0.0,3.0,1,fresh_regulars
9727,28881,17.0,0.0,6,12,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,2,home_decorators
9728,28882,6.0,0.56,6,12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
9729,28883,6.0,1.95,6,13,0.0,0.0,19.34,0.0,0.0,0.0,80.66,0.0,1.0,7,new_parents
9730,28884,20.0,20.78,6,13,20.98,0.0,1.95,26.16,3.75,0.0,47.16,0.0,1.0,7,new_parents
9731,28885,30.333333333333332,4.841666666666667,6,14,19.483333333333334,49.508333333333326,16.86333333333333,3.935,5.533333333333334,0.0,4.676666666666667,0.0,6.0,1,fresh_regulars
9733,28892,5.0,0.0,6,15,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
9735,28894,32.0,2.77,3,10,56.67,0.0,20.34,14.21,8.78,0.0,0.0,0.0,1.0,8,grocery_regulars
9736,28895,10.0,0.17,6,18,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0,beauty_concious
9738,28897,37.0,19.226666666666667,7,20,26.376666666666665,37.276666666666664,17.37333333333333,4.876666666666667,14.096666666666666,0.0,0.0,0.0,3.0,1,fresh_regulars
9739,28900,27.25,1.605,6,19,15.8275,58.5875,13.862499999999999,8.7425,2.9775,0.0,0.0,0.0,4.0,1,fresh_regulars
9740,28904,26.0,7.41,6,21,37.33,0.0,16.15,38.65,7.87,0.0,0.0,0.0,1.0,8,grocery_regulars
9741,28905,7.0,0.0,7,16,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8,grocery_regulars
9742,28907,28.333333333333332,9.753333333333334,6,23,26.843333333333334,68.26,3.3466666666666662,1.55,0.0,0.0,0.0,0.0,3.0,1,fresh_regulars
9743,28910,24.0,8.77,7,16,60.8,0.0,12.72,18.3,8.19,0.0,0.0,0.0,1.0,8,grocery_regulars
9744,28911,10.666666666666666,4.173333333333333,7,16,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8,grocery_regulars
9745,28914,43.75,8.8775,6,23,37.84,0.0,38.8,12.245000000000001,0.0,0.6825,10.4375,0.0,4.0,8,grocery_regulars
9747,28919,11.0,24.47,7,10,0.0,0.0,0.0,4.38,0.0,0.0,87.66,0.0,1.0,7,new_parents
9748,28920,24.0,16.285,7,9,0.0,34.964999999999996,0.0,0.0,0.0,0.0,0.0,65.035,2.0,6,pet_lovers
9750,28923,87.6,8.776,7,23,64.848,0.0,18.968,9.204,2.1420000000000003,3.5420000000000003,0.0,1.298,5.0,8,grocery_regulars
9752,28929,41.0,2.9825000000000004,7,23,19.07,29.790000000000003,20.445,14.66,0.0,0.0,16.0375,0.0,4.0,1,fresh_regulars
9753,28933,45.666666666666664,6.300000000000001,4,21,34.72,37.303333333333335,18.706666666666667,4.983333333333333,4.286666666666666,0.0,0.0,0.0,3.0,1,fresh_regulars
9755,28937,9.0,33.18,7,12,0.0,0.0,0.0,13.45,0.0,0.0,86.55,0.0,1.0,7,new_parents
9756,28938,36.0,35.37,7,12,17.53,16.04,63.27,3.16,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
9757,28939,25.0,5.31,7,12,42.95,26.45,14.73,0.0,15.86,0.0,0.0,0.0,1.0,8,grocery_regulars
9758,28940,26.0,7.13,7,13,28.54,0.0,34.48,0.0,33.19,0.0,3.79,0.0,1.0,8,grocery_regulars
9759,28941,24.5,1.24,7,13,28.57,15.355,30.919999999999998,22.46,2.7,0.0,0.0,0.0,2.0,8,grocery_regulars
9761,28944,6.0,35.02,7,14,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,new_parents
9762,28945,6.0,16.31,7,14,0.0,0.0,2.98,0.0,0.0,0.0,97.02,0.0,1.0,7,new_parents
9763,28946,21.0,33.76,7,15,19.45,0.0,23.45,8.48,10.22,38.4,0.0,0.0,1.0,9,health_concious
9764,28947,41.6,5.418,7,16,44.190000000000005,8.138,29.338000000000005,13.173999999999998,4.476,0.0,0.682,0.0,5.0,8,grocery_regulars
9765,28952,25.0,9.05,7,15,29.85,29.560000000000002,14.77,13.625,12.2,0.0,0.0,0.0,2.0,1,fresh_regulars
9766,28954,16.5,0.165,7,18,37.995000000000005,57.985,1.14,0.0,2.885,0.0,0.0,0.0,2.0,1,fresh_regulars
9767,28956,46.5,18.34,7,19,24.37,18.055,22.77,22.32,7.52,4.965,0.0,0.0,2.0,8,grocery_regulars
9768,28958,20.5,2.8449999999999998,7,18,25.985,0.0,48.245,25.77,0.0,0.0,0.0,0.0,2.0,5,drink_buyers
9769,28960,37.666666666666664,3.7866666666666666,7,19,34.95,25.373333333333335,17.19666666666667,9.876666666666667,7.41,5.19,0.0,0.0,3.0,8,grocery_regulars
9770,28963,17.0,9.64,7,20,16.15,49.81,17.92,0.0,16.13,0.0,0.0,0.0,1.0,1,fresh_regulars
9772,28965,39.333333333333336,2.4766666666666666,7,20,35.89333333333334,0.0,54.19,4.236666666666666,5.686666666666667,0.0,0.0,0.0,3.0,8,grocery_regulars
9773,28968,34.0,0.94,7,20,30.41,25.89,18.53,12.66,12.51,0.0,0.0,0.0,1.0,8,grocery_regulars
9774,28969,23.0,45.23,1,23,0.0,0.0,0.0,4.81,95.19,0.0,0.0,0.0,1.0,0,beauty_concious
9775,28970,5.0,22.78,7,20,0.0,0.0,0.0,91.05,8.95,0.0,0.0,0.0,1.0,2,home_decorators
9776,28971,14.0,0.0,7,20,0.0,2.2966666666666664,82.67,10.75,4.283333333333333,0.0,0.0,0.0,3.0,5,drink_buyers
9777,28974,43.1,0.966,4,20,15.015,59.821000000000005,11.318000000000001,6.684,4.531000000000001,1.598,0.0,1.033,10.0,4,loyals
9778,28984,28.0,3.9,7,23,12.0,0.0,41.1,41.01,5.89,0.0,0.0,0.0,1.0,2,home_decorators
9779,28985,30.0,9.07,1,0,9.23,38.06,42.68,7.89,2.14,0.0,0.0,0.0,1.0,1,fresh_regulars
9785,28993,10.0,15.743333333333332,7,23,9.926666666666666,0.0,7.986666666666667,9.426666666666668,0.4266666666666667,0.0,72.23666666666666,0.0,3.0,7,new_parents
9786,28996,11.0,41.89,1,0,0.0,0.0,0.0,89.24,10.76,0.0,0.0,0.0,1.0,2,home_decorators
9787,28997,38.0,4.69,1,0,23.1,0.0,13.13,24.91,8.09,0.0,30.78,0.0,1.0,8,grocery_regulars
9788,28998,10.0,35.01,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,new_parents
9789,28999,41.666666666666664,35.66,1,16,38.89333333333334,42.46,11.223333333333334,3.8800000000000003,3.3066666666666666,0.23666666666666666,0.0,0.0,3.0,1,fresh_regulars
9790,29002,10.0,0.0,1,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
9791,29003,26.625,2.085,1,6,48.26125,22.028750000000002,16.86125,3.79125,4.05875,2.3225,2.67375,0.0,8.0,4,loyals
9792,29011,7.0,30.74,2,15,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
9793,29012,20.0,0.2833333333333333,1,10,7.936666666666667,7.670000000000001,43.36333333333334,18.15,16.293333333333333,6.583333333333333,0.0,0.0,3.0,5,drink_buyers
9794,29015,36.0,36.35,1,12,29.54,0.0,12.15,12.39,45.92,0.0,0.0,0.0,1.0,0,beauty_concious
9795,29016,7.0,28.884999999999998,1,11,0.0,0.0,3.88,0.0,3.23,0.0,92.89,0.0,2.0,7,new_parents
9796,29018,10.0,29.94,1,11,0.0,0.0,0.0,62.91,37.09,0.0,0.0,0.0,1.0,2,home_decorators
9797,29019,36.5,0.92,1,11,17.71,56.165,0.0,26.125,0.0,0.0,0.0,0.0,2.0,1,fresh_regulars
9798,29021,58.0,3.24,1,13,46.03,0.0,24.61,24.03,5.33,0.0,0.0,0.0,1.0,8,grocery_regulars
9799,29022,37.25,3.5125,1,12,32.394999999999996,9.7225,39.9525,12.419999999999998,5.5075,0.0,0.0,0.0,4.0,8,grocery_regulars
9800,29026,64.66666666666667,7.366666666666667,1,12,8.616666666666667,9.506666666666666,15.24,43.54,11.093333333333334,0.0,0.0,12.0,3.0,2,home_decorators
9801,29029,30.75,4.4350000000000005,1,12,29.555000000000003,0.0,35.537499999999994,13.385000000000002,7.9225,0.2875,13.3075,0.0,4.0,8,grocery_regulars
9803,29034,11.0,2.17,1,13,0.0,0.0,4.32,10.85,10.11,10.81,63.91,0.0,1.0,7,new_parents
9805,29036,42.5,3.04,1,13,24.685000000000002,28.145,24.515,21.055,1.605,0.0,0.0,0.0,2.0,1,fresh_regulars
